epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
36,6617.67,1.27281,1.19543,1.33432,0.55798,0.51371,0.52454,0.32052,1.27142,1.19838,1.36516,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,6802.91,1.25656,1.1794,1.32961,0.57815,0.52527,0.54213,0.33302,1.2576,1.1626,1.35187,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,6988.47,1.2532,1.16641,1.32297,0.59497,0.49932,0.54254,0.33294,1.25883,1.16803,1.34953,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,7172.16,1.24334,1.17548,1.32906,0.56842,0.52769,0.53553,0.32319,1.27409,1.18338,1.36746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,7356.07,1.24632,1.15456,1.31255,0.58467,0.51871,0.5399,0.32837,1.26415,1.16938,1.35655,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,7540.82,1.24103,1.14963,1.31731,0.58713,0.52447,0.54415,0.33295,1.26675,1.15434,1.36012,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,7724.87,1.23584,1.13558,1.31646,0.58168,0.51758,0.53905,0.32375,1.26561,1.16284,1.36077,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,7909.5,1.22672,1.12887,1.30693,0.62977,0.5035,0.53953,0.32999,1.26269,1.1536,1.36158,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,8093.82,1.2266,1.12198,1.3015,0.61283,0.51842,0.54937,0.33508,1.27225,1.14585,1.37234,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,8277.62,1.21477,1.10771,1.29966,0.60629,0.49669,0.54281,0.33671,1.24977,1.13726,1.34457,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,8463.05,1.21598,1.11702,1.29692,0.62167,0.51576,0.54639,0.33344,1.26437,1.15469,1.35409,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,8648.22,1.21157,1.1052,1.29473,0.61117,0.52852,0.55398,0.33857,1.24526,1.12709,1.33949,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,8833.97,1.20037,1.08537,1.28025,0.61142,0.53568,0.55556,0.34302,1.25291,1.12384,1.34564,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,9019.95,1.19781,1.08399,1.28175,0.59491,0.52919,0.54973,0.34139,1.26026,1.15657,1.35629,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,9205.27,1.19928,1.09653,1.28617,0.58451,0.52589,0.54795,0.33835,1.23652,1.12811,1.32792,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,9390.94,1.2013,1.08716,1.28508,0.609,0.51673,0.54779,0.33511,1.26123,1.13417,1.35121,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,9576.06,1.19065,1.07402,1.27988,0.61039,0.53182,0.56023,0.34593,1.24434,1.12086,1.34322,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,9761.91,1.18945,1.06822,1.27384,0.62187,0.53143,0.56198,0.34543,1.24873,1.11063,1.35106,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,9947.61,1.18157,1.05879,1.27133,0.61725,0.52684,0.56585,0.35274,1.22284,1.10473,1.33873,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,10133.1,1.16895,1.03668,1.26673,0.61251,0.54416,0.56292,0.3472,1.23797,1.10964,1.33899,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,10318.1,1.17236,1.04434,1.26834,0.62136,0.54718,0.56981,0.35364,1.24116,1.09526,1.34076,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,10503.2,1.16986,1.03986,1.26466,0.62956,0.52587,0.56301,0.35299,1.2287,1.09636,1.32851,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,10688,1.15831,1.0233,1.25513,0.62795,0.52187,0.55926,0.34574,1.23928,1.10224,1.34061,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,10872.4,1.14757,1.01592,1.25176,0.62335,0.53528,0.56941,0.35117,1.22875,1.09188,1.32903,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,11057.4,1.15121,1.02231,1.24839,0.58179,0.55295,0.55929,0.34803,1.23476,1.10016,1.32932,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,11243.1,1.14869,1.01442,1.24951,0.61828,0.53431,0.56597,0.34762,1.23459,1.09203,1.33259,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,11427.9,1.14321,0.99941,1.24763,0.60776,0.5377,0.5631,0.34878,1.23301,1.10137,1.33883,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,11613.4,1.13785,0.99902,1.24128,0.6005,0.5491,0.57139,0.35505,1.21191,1.08055,1.31407,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,11798.4,1.13229,0.99552,1.24009,0.60139,0.55394,0.565,0.35092,1.23268,1.08811,1.32848,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,11984.4,1.1314,0.97771,1.23775,0.60719,0.54538,0.55879,0.34616,1.22981,1.10785,1.32879,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,12216.2,1.13025,0.98379,1.23416,0.60819,0.5326,0.55998,0.35013,1.22317,1.0808,1.32888,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,12416.4,1.12528,0.97303,1.23079,0.64374,0.53304,0.57333,0.36103,1.2138,1.07108,1.32416,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,12587.3,1.11511,0.96862,1.22365,0.62082,0.53463,0.56749,0.35462,1.22109,1.07438,1.3215,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,12760.9,1.12391,0.96994,1.23053,0.62897,0.53975,0.56952,0.35496,1.22878,1.0821,1.32362,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,12936.7,1.11961,0.96105,1.22549,0.61489,0.5341,0.56152,0.34779,1.23656,1.08487,1.33914,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,13109.5,1.10778,0.95627,1.22337,0.63381,0.53133,0.56943,0.3514,1.24455,1.0808,1.34297,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,13282.4,1.11041,0.95447,1.22118,0.65364,0.53266,0.56986,0.35684,1.22084,1.05722,1.32547,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,13455.1,1.10831,0.94512,1.21644,0.63585,0.53221,0.56966,0.3549,1.22674,1.07201,1.3329,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,13628.5,1.1066,0.94402,1.21224,0.6264,0.53635,0.5664,0.35381,1.22333,1.07656,1.3362,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,13800.3,1.09976,0.93211,1.20889,0.63864,0.52679,0.56338,0.35318,1.23117,1.08446,1.33123,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,13978.7,1.08694,0.94685,1.21287,0.62195,0.53066,0.56725,0.35775,1.21976,1.06766,1.32948,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,14166.6,1.09687,0.92927,1.20694,0.61527,0.54645,0.5649,0.35545,1.23055,1.07087,1.32687,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,14354.1,1.08498,0.91186,1.20034,0.6084,0.55069,0.57374,0.35818,1.22288,1.06025,1.31947,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,14541.3,1.08491,0.91026,1.20348,0.62008,0.54331,0.57116,0.35979,1.22046,1.0563,1.31781,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,14719.7,1.08205,0.91015,1.19751,0.6472,0.54138,0.57176,0.35805,1.22783,1.05573,1.32934,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,14888,1.07255,0.90447,1.19641,0.62271,0.54628,0.57639,0.36195,1.21791,1.07157,1.32326,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,15073,1.07039,0.90185,1.19765,0.59383,0.5496,0.56318,0.35289,1.21008,1.07279,1.31615,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,184.252,1.06438,0.88257,1.19244,0.61814,0.54788,0.57636,0.36085,1.2256,1.05535,1.33375,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,366.342,1.0723,0.89272,1.1916,0.65568,0.53737,0.58246,0.3666,1.212,1.05619,1.32091,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,536.855,1.05585,0.88584,1.19053,0.62646,0.55021,0.56962,0.36006,1.23161,1.06266,1.34128,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,723.724,1.05141,0.89166,1.19242,0.60578,0.55298,0.56835,0.3575,1.22598,1.06104,1.32888,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,910.487,1.05668,0.87833,1.18504,0.63161,0.54381,0.56894,0.35769,1.23143,1.06497,1.33615,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,1098.28,1.05536,0.87072,1.1823,0.64147,0.55232,0.57962,0.36449,1.22853,1.04384,1.33383,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,1286.72,1.05484,0.88418,1.1922,0.62099,0.55029,0.57729,0.36171,1.22036,1.04465,1.32941,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,1475.63,1.05196,0.86362,1.18169,0.62177,0.55642,0.57491,0.35788,1.22461,1.06095,1.33041,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,1664.66,1.05283,0.8691,1.17957,0.61174,0.56996,0.58296,0.36403,1.22049,1.05633,1.33043,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,1854.23,1.05077,0.86056,1.18168,0.59243,0.57328,0.58435,0.36312,1.22486,1.06502,1.32756,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,2044.24,1.03821,0.85462,1.17368,0.61709,0.56033,0.58426,0.36235,1.22798,1.05255,1.32867,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,2233.92,1.04378,0.85205,1.17372,0.62821,0.55289,0.5766,0.36186,1.21797,1.04269,1.32764,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,2422.63,1.03768,0.84922,1.17559,0.61505,0.55124,0.57619,0.36296,1.22325,1.04906,1.33283,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,2612.22,1.03317,0.8394,1.16362,0.60964,0.57021,0.57621,0.36273,1.20392,1.04664,1.31734,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,2802.53,1.03322,0.83993,1.16567,0.63537,0.54692,0.57281,0.36065,1.21581,1.05349,1.32837,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,2991.72,1.02811,0.83946,1.16318,0.63248,0.54913,0.57261,0.35941,1.21111,1.0673,1.32733,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,3181.39,1.03034,0.83439,1.16539,0.64374,0.53647,0.57413,0.36325,1.20047,1.05108,1.31766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,3370.23,1.02411,0.83183,1.16085,0.64461,0.53811,0.57963,0.36668,1.20808,1.04907,1.32394,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,3556.59,1.01392,0.82093,1.162,0.63642,0.55157,0.58462,0.36712,1.22241,1.04681,1.33715,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,3738.98,1.01364,0.81831,1.15898,0.63153,0.55545,0.58281,0.3654,1.22244,1.04602,1.3415,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,3926.24,1.0097,0.81819,1.15202,0.60416,0.55577,0.57112,0.36034,1.22069,1.05829,1.32922,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,4112.54,1.01311,0.81853,1.15378,0.62787,0.54032,0.57274,0.36078,1.2179,1.05402,1.33294,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,4299.68,1.01479,0.81401,1.15332,0.6346,0.56115,0.58453,0.36604,1.21812,1.04041,1.33021,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,4485.99,0.99599,0.79959,1.14571,0.62946,0.55804,0.59012,0.36822,1.22727,1.03827,1.34174,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,4673.29,0.99544,0.79501,1.14426,0.63333,0.55554,0.58419,0.36488,1.22346,1.0415,1.33949,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,4857.25,0.99336,0.79887,1.14343,0.62385,0.56973,0.58643,0.36573,1.23021,1.03541,1.34221,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,5044.19,0.99787,0.78914,1.14287,0.63503,0.55964,0.58728,0.36828,1.22408,1.02895,1.33902,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,5231.41,0.98438,0.79004,1.13768,0.6242,0.57765,0.58599,0.36783,1.22381,1.0315,1.3376,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,5418.39,0.98759,0.79519,1.14309,0.64256,0.56009,0.58188,0.36566,1.22687,1.03279,1.34427,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,5602.26,0.98287,0.7754,1.1337,0.63811,0.56,0.57919,0.36562,1.22102,1.04186,1.3368,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,5789.32,0.97969,0.77621,1.13144,0.63027,0.55133,0.57615,0.36483,1.2193,1.02612,1.33466,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,5977.12,0.97784,0.77162,1.13654,0.65486,0.53764,0.58461,0.36906,1.21954,1.02851,1.33071,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,6160.85,0.98003,0.77464,1.13146,0.61608,0.55271,0.57906,0.36525,1.21709,1.02852,1.32916,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,6347.42,0.9674,0.75992,1.12581,0.61132,0.57296,0.5797,0.36366,1.2194,1.04195,1.33577,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,6533.8,0.97981,0.76172,1.12806,0.66101,0.55222,0.58431,0.3669,1.22146,1.04441,1.33733,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,6718.98,0.9672,0.76072,1.12424,0.643,0.56186,0.5815,0.36663,1.21213,1.04101,1.33412,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,6902.59,0.96096,0.74583,1.12065,0.64483,0.54623,0.57834,0.3679,1.21166,1.04261,1.33803,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,7088.31,0.96422,0.74795,1.12126,0.64765,0.54319,0.57824,0.36673,1.21929,1.04845,1.33985,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,7275.04,0.95343,0.75086,1.12394,0.62504,0.54984,0.57889,0.36437,1.22955,1.04281,1.35267,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,7461.22,0.96365,0.74377,1.11612,0.63823,0.54736,0.58238,0.36236,1.23416,1.05273,1.36039,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,7648.18,0.96026,0.74379,1.12155,0.60242,0.571,0.58053,0.36103,1.23728,1.05539,1.36208,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,7835.06,0.95498,0.74867,1.11914,0.62252,0.55774,0.58447,0.36357,1.23708,1.06737,1.35798,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,8021.82,0.94922,0.73155,1.11612,0.63023,0.56313,0.58536,0.36695,1.23471,1.05336,1.35188,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,8210.7,0.94386,0.72874,1.10972,0.64795,0.5486,0.58557,0.36683,1.23521,1.04564,1.35661,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,8399.66,0.94373,0.72962,1.11136,0.64211,0.56125,0.58511,0.36597,1.23186,1.04218,1.3514,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,8587.13,0.93716,0.72888,1.10813,0.64961,0.5501,0.58023,0.36388,1.23495,1.05767,1.35273,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,8769.6,0.94244,0.72076,1.10726,0.64673,0.55199,0.58361,0.36572,1.23548,1.0582,1.35306,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,8954.28,0.9366,0.71685,1.10135,0.66202,0.54742,0.58261,0.36479,1.23392,1.05094,1.35916,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,9141.4,0.93633,0.71034,1.10461,0.64548,0.55535,0.58367,0.36484,1.23914,1.05599,1.3624,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,9328.85,0.93517,0.72144,1.1042,0.65888,0.54296,0.58388,0.36601,1.22733,1.05564,1.35716,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,9514.72,0.93323,0.71852,1.10481,0.66896,0.52628,0.57812,0.3649,1.22645,1.07303,1.35394,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,9703.14,0.9322,0.71126,1.10252,0.6361,0.54473,0.57596,0.36319,1.22417,1.06767,1.35392,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,9891.4,0.92744,0.71265,1.09968,0.66344,0.52625,0.57676,0.36461,1.22389,1.06321,1.3507,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,10079.8,0.92485,0.70624,1.10156,0.64745,0.5365,0.57559,0.36437,1.21964,1.07313,1.34754,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,10268.2,0.91591,0.69607,1.09504,0.61466,0.56216,0.57904,0.36631,1.22426,1.07446,1.35059,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,10452.6,0.92006,0.70145,1.09705,0.63332,0.55606,0.58221,0.36707,1.22688,1.07498,1.35096,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,10632.3,0.9191,0.69777,1.09427,0.59084,0.58431,0.5806,0.36529,1.22526,1.0692,1.35429,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,10820.4,0.91131,0.68618,1.08775,0.63866,0.54977,0.58015,0.36442,1.22985,1.0635,1.35175,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,11008.4,0.90388,0.68583,1.08413,0.63602,0.55515,0.58071,0.36437,1.22321,1.05848,1.34686,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
