epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,3821.08,1.29225,0.63863,1.47594,0.87841,0.91463,0.92258,0.54689,1.27924,0.55932,1.66881,0.000848969,0.000848969,0.000848969
43,3914.84,1.29998,0.63548,1.47729,0.83547,0.88257,0.8868,0.50006,1.30628,0.57208,1.68389,0.000834822,0.000834822,0.000834822
44,4009.21,1.28509,0.63169,1.46714,0.87514,0.87063,0.90471,0.50627,1.28728,0.55563,1.67929,0.000820675,0.000820675,0.000820675
45,4102.73,1.27036,0.61424,1.46172,0.84422,0.90971,0.87956,0.50516,1.28257,0.55999,1.6709,0.000806528,0.000806528,0.000806528
46,4195.77,1.27799,0.61464,1.45689,0.84763,0.91496,0.91937,0.52772,1.27698,0.56823,1.64164,0.00079238,0.00079238,0.00079238
47,4287.58,1.25812,0.59687,1.45605,0.86674,0.84975,0.93506,0.53501,1.27781,0.56501,1.68741,0.000778233,0.000778233,0.000778233
48,4379.75,1.25169,0.5928,1.44576,0.87013,0.92051,0.92073,0.52362,1.29428,0.54289,1.6833,0.000764086,0.000764086,0.000764086
49,4471.15,1.26516,0.58108,1.46485,0.83591,0.89349,0.92376,0.52594,1.29891,0.54866,1.69021,0.000749939,0.000749939,0.000749939
50,4564.32,1.28495,0.59404,1.45818,0.84329,0.85846,0.93415,0.53628,1.27679,0.54963,1.6677,0.000735792,0.000735792,0.000735792
51,4654.98,1.25744,0.59185,1.44523,0.82602,0.84548,0.90332,0.52743,1.2751,0.556,1.64545,0.000721645,0.000721645,0.000721645
52,4751.8,1.25906,0.58908,1.44745,0.86152,0.93153,0.94695,0.55113,1.26092,0.5365,1.63396,0.000707498,0.000707498,0.000707498
53,4845.71,1.26392,0.58969,1.45364,0.87644,0.93747,0.95182,0.55787,1.28365,0.50679,1.68464,0.000693351,0.000693351,0.000693351
54,4936.68,1.25553,0.57503,1.43295,0.89455,0.89781,0.94935,0.54637,1.27461,0.48863,1.67091,0.000679204,0.000679204,0.000679204
55,5029,1.25239,0.58231,1.44559,0.8883,0.87773,0.93502,0.54408,1.28015,0.49213,1.66923,0.000665057,0.000665057,0.000665057
56,5122.87,1.25617,0.5684,1.44198,0.87919,0.89997,0.92807,0.56064,1.26664,0.49186,1.66188,0.000650909,0.000650909,0.000650909
57,5216.31,1.26282,0.56421,1.4412,0.90013,0.90631,0.94805,0.5542,1.26465,0.49075,1.66491,0.000636762,0.000636762,0.000636762
58,5308.97,1.2605,0.56949,1.43679,0.87922,0.90917,0.94312,0.54736,1.27144,0.49695,1.66223,0.000622615,0.000622615,0.000622615
59,5402.55,1.26263,0.56742,1.4347,0.88746,0.93574,0.95941,0.55983,1.26384,0.49152,1.65687,0.000608468,0.000608468,0.000608468
60,5494.88,1.24331,0.53819,1.43639,0.89307,0.89089,0.94011,0.53766,1.28086,0.49362,1.68393,0.000594321,0.000594321,0.000594321
61,5587.18,1.26326,0.56715,1.45324,0.89373,0.91205,0.93587,0.54649,1.25969,0.47627,1.66292,0.000580174,0.000580174,0.000580174
62,5678.64,1.23916,0.5439,1.43287,0.89115,0.93993,0.95092,0.5659,1.2724,0.47106,1.66881,0.000566027,0.000566027,0.000566027
63,5770.1,1.23811,0.53585,1.42606,0.93345,0.88629,0.95376,0.56777,1.281,0.4901,1.67494,0.00055188,0.00055188,0.00055188
