epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,3146.29,1.57997,1.97862,1.61747,0.41224,0.37537,0.36359,0.17841,1.48494,5.06091,1.52118,0.000660299,0.000660299,0.000660299
63,3197.55,1.56263,1.9634,1.61378,0.42518,0.37588,0.37326,0.18113,1.49961,4.11514,1.53347,0.000643795,0.000643795,0.000643795
64,3242.5,1.57328,1.95371,1.62473,0.43147,0.38388,0.36898,0.1791,1.51526,3.90222,1.55395,0.000627292,0.000627292,0.000627292
65,3287.72,1.59757,1.94017,1.62146,0.46222,0.36928,0.37368,0.1843,1.49466,4.01994,1.53451,0.000610789,0.000610789,0.000610789
66,3333.43,1.55081,1.91274,1.60286,0.45588,0.39054,0.38532,0.18952,1.47586,3.82557,1.51842,0.000594286,0.000594286,0.000594286
67,3379.43,1.55527,1.90651,1.60026,0.43614,0.37366,0.383,0.19054,1.48516,4.13723,1.53078,0.000577782,0.000577782,0.000577782
68,3425.23,1.54556,1.9255,1.59408,0.46225,0.33677,0.36725,0.18246,1.47545,4.00609,1.52127,0.000561279,0.000561279,0.000561279
69,3471.71,1.5566,1.93622,1.60412,0.42656,0.37317,0.36907,0.17906,1.49022,3.37914,1.52757,0.000544776,0.000544776,0.000544776
70,3520.1,1.54752,1.88148,1.59135,0.44265,0.38182,0.3809,0.18783,1.46996,4.61227,1.52202,0.000528272,0.000528272,0.000528272
71,3573.87,1.54501,1.89304,1.58913,0.47318,0.37262,0.39153,0.19145,1.47406,3.73728,1.52297,0.000511769,0.000511769,0.000511769
72,3624.69,1.53399,1.88771,1.57979,0.44422,0.39704,0.3947,0.19498,1.46875,4.35082,1.50473,0.000495266,0.000495266,0.000495266
73,3670.37,1.52962,1.8417,1.58516,0.42591,0.39871,0.389,0.18877,1.47136,3.88722,1.51259,0.000478762,0.000478762,0.000478762
74,3716.1,1.51095,1.83545,1.5697,0.45555,0.39841,0.39684,0.19831,1.46331,4.03244,1.50139,0.000462259,0.000462259,0.000462259
75,3762.11,1.53319,1.85457,1.57707,0.44052,0.40401,0.39392,0.19737,1.45866,4.08425,1.5026,0.000445756,0.000445756,0.000445756
76,3808.06,1.51408,1.84152,1.56684,0.49845,0.38052,0.41581,0.20977,1.44749,3.63478,1.49794,0.000429253,0.000429253,0.000429253
77,3853.83,1.49538,1.82242,1.55747,0.4792,0.39312,0.40816,0.2066,1.4463,3.83059,1.49579,0.000412749,0.000412749,0.000412749
78,3899.75,1.50979,1.81253,1.57649,0.49179,0.37563,0.40437,0.20654,1.42432,3.78413,1.47795,0.000396246,0.000396246,0.000396246
79,3945.68,1.51154,1.8348,1.56899,0.42457,0.4295,0.40057,0.20295,1.43217,3.89795,1.48662,0.000379743,0.000379743,0.000379743
80,3991.51,1.48642,1.78838,1.54826,0.4519,0.40823,0.40699,0.20367,1.45099,3.39556,1.49684,0.000363239,0.000363239,0.000363239
81,4036.97,1.49612,1.76543,1.54097,0.46416,0.40699,0.4027,0.20619,1.43572,3.22754,1.48677,0.000346736,0.000346736,0.000346736
82,4082.59,1.45765,1.79315,1.55074,0.45761,0.41728,0.41272,0.21212,1.44391,4.1865,1.50051,0.000330233,0.000330233,0.000330233
83,4127.59,1.4926,1.78647,1.55388,0.43658,0.41997,0.40622,0.20638,1.4318,3.63572,1.48716,0.000313729,0.000313729,0.000313729
84,4178.09,1.47,1.75654,1.53567,0.48409,0.39909,0.40774,0.20996,1.43119,3.79518,1.49262,0.000297226,0.000297226,0.000297226
85,4230.66,1.46656,1.76626,1.54458,0.53728,0.39597,0.43092,0.22488,1.41179,4.03675,1.46832,0.000280723,0.000280723,0.000280723
86,4282.72,1.4764,1.77179,1.5385,0.47275,0.43056,0.42408,0.21834,1.42575,3.58442,1.48356,0.00026422,0.00026422,0.00026422
87,4334.1,1.43233,1.74189,1.52443,0.48418,0.40588,0.42276,0.21676,1.41919,3.34309,1.48204,0.000247716,0.000247716,0.000247716
88,4385.4,1.46112,1.7267,1.51361,0.49326,0.42609,0.4197,0.21821,1.42544,3.97125,1.47672,0.000231213,0.000231213,0.000231213
89,4441.04,1.46216,1.71138,1.53673,0.47571,0.41992,0.43069,0.22235,1.41407,3.10559,1.46984,0.00021471,0.00021471,0.00021471
90,4504.61,1.44061,1.71314,1.52901,0.50118,0.40652,0.42881,0.22193,1.39845,3.39834,1.45955,0.000198206,0.000198206,0.000198206
91,4586.17,1.46984,1.79269,1.57242,0.46143,0.42273,0.41572,0.21464,1.43034,2.96405,1.48714,0.000181703,0.000181703,0.000181703
92,4649.27,1.4455,1.69903,1.5406,0.5101,0.4061,0.42546,0.22244,1.41847,3.82765,1.47097,0.0001652,0.0001652,0.0001652
93,4711.96,1.43341,1.76623,1.55698,0.48698,0.41195,0.42621,0.2228,1.41217,3.32032,1.47291,0.000148696,0.000148696,0.000148696
94,4775.79,1.45261,1.73787,1.54552,0.48272,0.43071,0.42965,0.22459,1.40272,3.08358,1.46804,0.000132193,0.000132193,0.000132193
95,4839.28,1.43025,1.70121,1.54795,0.4934,0.41743,0.42791,0.22372,1.40178,3.0346,1.46904,0.00011569,0.00011569,0.00011569
96,4902.07,1.43271,1.63722,1.52019,0.48331,0.44163,0.43479,0.22578,1.39527,3.1916,1.46902,9.91865e-05,9.91865e-05,9.91865e-05
97,4965.58,1.406,1.68933,1.52188,0.49904,0.43768,0.43738,0.22928,1.38755,3.11721,1.45891,8.26832e-05,8.26832e-05,8.26832e-05
98,5028.74,1.40967,1.62198,1.53362,0.4965,0.44215,0.43267,0.2233,1.39622,2.97111,1.46867,6.61799e-05,6.61799e-05,6.61799e-05
99,5091,1.41098,1.63162,1.51488,0.539,0.4232,0.43979,0.22814,1.39625,3.21311,1.46373,4.96766e-05,4.96766e-05,4.96766e-05
100,5154.74,1.40477,1.63655,1.53891,0.52147,0.43585,0.4421,0.23056,1.39412,3.22591,1.46113,3.31733e-05,3.31733e-05,3.31733e-05
